name,url,
Lenny Leonard, https://vignette.wikia.nocookie.net/simpsons/images/a/ae/Lenny_Leonard.png/revision/latest/scale-to-width-down/40?cb=20180311092231,
Leopold, https://vignette.wikia.nocookie.net/simpsons/images/a/ad/LeopoldTSTO.png/revision/latest/scale-to-width-down/84?cb=20170524053342,
Leprechaun, https://vignette.wikia.nocookie.net/simpsons/images/4/4f/Leprechaun_Tapped_Out.png/revision/latest/scale-to-width-down/90?cb=20150803180533,
Lewis Clark, https://vignette.wikia.nocookie.net/simpsons/images/1/1b/Lewis_Clark.png/revision/latest/scale-to-width-down/79?cb=20150808002738,
Ling Bouvier, https://vignette.wikia.nocookie.net/simpsons/images/b/b3/Ling_Bouvier_Tapped_Out.png/revision/latest/scale-to-width-down/104?cb=20151217015133,
Professor Lombardo, https://vignette.wikia.nocookie.net/simpsons/images/0/0a/Lombardo.jpg/revision/latest/scale-to-width-down/133?cb=20080308212637,
Lou, https://vignette.wikia.nocookie.net/simpsons/images/1/17/Lou.png/revision/latest/scale-to-width-down/57?cb=20130816173729,
Louie (mafia), https://vignette.wikia.nocookie.net/simpsons/images/3/39/Louie_%28mafia%29.png/revision/latest/scale-to-width-down/44?cb=20130807071850,
Helen Lovejoy, https://vignette.wikia.nocookie.net/simpsons/images/1/12/Helen_Lovejoy_Tapped_Out.png/revision/latest/scale-to-width-down/58?cb=20150531020148,
Jessica Lovejoy, https://vignette.wikia.nocookie.net/simpsons/images/9/90/Jessica_Lovejoy_Tapped_Out.png/revision/latest/scale-to-width-down/72?cb=20150410014221,
Lowblow, https://vignette.wikia.nocookie.net/simpsons/images/2/20/Lowblow.png/revision/latest/scale-to-width-down/115?cb=20130728180141,
Luann Van Houten, https://vignette.wikia.nocookie.net/simpsons/images/8/8f/Luann_Van_Houten.png/revision/latest/scale-to-width-down/58?cb=20131223203307,
Lugash, https://vignette.wikia.nocookie.net/simpsons/images/f/f4/Lugash.png/revision/latest/scale-to-width-down/72?cb=20180109221016,
Lurleen Lumpkin, https://vignette.wikia.nocookie.net/simpsons/images/d/d5/Lurleen_Lumpkin_Tapped_Out.png/revision/latest/scale-to-width-down/126?cb=20151223041019,
Lyle Lanley, https://vignette.wikia.nocookie.net/simpsons/images/a/a1/Lyle_Lanley.png/revision/latest/scale-to-width-down/133?cb=20121216012932,
Horatio McCallister, https://vignette.wikia.nocookie.net/simpsons/images/5/5e/Horatio_McCallister.png/revision/latest/scale-to-width-down/73?cb=20130920050256,
Mr. McGreg, https://vignette.wikia.nocookie.net/simpsons/images/c/ce/Homer%27s_Triple_Bypass_122.JPG/revision/latest/scale-to-width-down/133?cb=20131014184746,
Just Stamp the Ticket Man, https://vignette.wikia.nocookie.net/simpsons/images/0/01/Just_Stamp_the_Ticket.png/revision/latest/scale-to-width-down/100?cb=20130528153540,
Jack Marley, https://vignette.wikia.nocookie.net/simpsons/images/4/46/Jack.png/revision/latest/scale-to-width-down/133?cb=20120831105120,
Marty (KBBL DJ), https://vignette.wikia.nocookie.net/simpsons/images/7/7f/IMG_1785.PNG/revision/latest/scale-to-width-down/133?cb=20170108124036,
Mayor Quimby's Body Guards, https://vignette.wikia.nocookie.net/simpsons/images/d/df/Bodyguards.jpg/revision/latest/scale-to-width-down/133?cb=20171210193026,
Troy McClure, https://vignette.wikia.nocookie.net/simpsons/images/f/f7/Troy_McClure.png/revision/latest/scale-to-width-down/111?cb=20171004211558,
Melvin Van Horne, https://vignette.wikia.nocookie.net/simpsons/images/1/1d/Sideshow_Mel_-_shading.png/revision/latest/scale-to-width-down/66?cb=20130910065854,
Roger Meyers, Jr., https://vignette.wikia.nocookie.net/simpsons/images/b/b8/Roger_Meyers%2C_Jr..png/revision/latest/scale-to-width-down/80?cb=20140818080446
Milo, https://vignette.wikia.nocookie.net/simpsons/images/b/b1/MiloTappedOut.png/revision/latest/scale-to-width-down/109?cb=20160705001958,
Hans Moleman, https://vignette.wikia.nocookie.net/simpsons/images/e/e7/Hans_Moleman.png/revision/latest/scale-to-width-down/94?cb=20130424150605,
Marvin Monroe, https://vignette.wikia.nocookie.net/simpsons/images/1/1b/Marvin_Monroe_tapped_out.png/revision/latest/scale-to-width-down/95?cb=20150419170337,
Mervin Monroe, https://vignette.wikia.nocookie.net/simpsons/images/c/ce/Mervin_Monroe.png/revision/latest/scale-to-width-down/133?cb=20130722074210,
Nelson Muntz, https://vignette.wikia.nocookie.net/simpsons/images/c/c5/Nelson_Muntz.png/revision/latest/scale-to-width-down/80?cb=20140822232605,
Eddie Muntz, https://vignette.wikia.nocookie.net/simpsons/images/9/92/Eddiemuntz.jpeg/revision/latest/scale-to-width-down/133?cb=20180114074126,
Mrs. Muntz, https://vignette.wikia.nocookie.net/simpsons/images/4/49/Mrs._Muntz-0.png/revision/latest/scale-to-width-down/70?cb=20141127153351,
Captain Lance Murdock, https://vignette.wikia.nocookie.net/simpsons/images/3/39/Lance_Murdock_Tapped_Out.png/revision/latest/scale-to-width-down/79?cb=20150806233812,
Bleeding Gums Murphy, https://vignette.wikia.nocookie.net/simpsons/images/4/44/Bleeding_Gums_Murphy.png/revision/latest/scale-to-width-down/97?cb=20170807234223,
Lindsey Naegle, https://vignette.wikia.nocookie.net/simpsons/images/2/29/Lindsey_Naegle_Tapped_Out.png/revision/latest/scale-to-width-down/56?cb=20151208200842,
Manjula Nahasapeemapetilon, https://vignette.wikia.nocookie.net/simpsons/images/c/c7/New_Manjula_Nahasapeemapetilon_image.png/revision/latest/scale-to-width-down/42?cb=20141207232917,
Sanjay Nahasapeemapetilon, https://vignette.wikia.nocookie.net/simpsons/images/7/7c/Sanjay_Nahasapeemapetilon_Tapped_Out.png/revision/latest/scale-to-width-down/72?cb=20150727061218,
The Nahasapeemapetilon Octuplets, https://vignette.wikia.nocookie.net/simpsons/images/8/8d/The_Nahasapeemapetilon_Octuplets.png/revision/latest/scale-to-width-down/133?cb=20110829075506,
Old Jewish Man, https://vignette.wikia.nocookie.net/simpsons/images/f/f2/Old_Jewish_man.png/revision/latest/scale-to-width-down/70?cb=20170903205700,
Number One, https://vignette.wikia.nocookie.net/simpsons/images/3/31/Number_1.png/revision/latest/scale-to-width-down/77?cb=20140604141136,
Opal, https://vignette.wikia.nocookie.net/simpsons/images/9/9b/The_Opal_Show_2.PNG/revision/latest/scale-to-width-down/95?cb=20171127153801,
Otto Mann, https://vignette.wikia.nocookie.net/simpsons/images/0/09/Otto_Mann.png/revision/latest/scale-to-width-down/90?cb=20130930205930,
MacArthur Parker, https://vignette.wikia.nocookie.net/simpsons/images/e/e2/Parker.jpg/revision/latest/scale-to-width-down/133?cb=20100925165934,
Patches, https://vignette.wikia.nocookie.net/simpsons/images/0/0b/PatcheswithLisa.png/revision/latest/scale-to-width-down/97?cb=20110916135334,
Lois Pennycandy, https://vignette.wikia.nocookie.net/simpsons/images/4/45/Lois_Pennycandy.jpg/revision/latest/scale-to-width-down/133?cb=20120202191058,
Phillips, https://vignette.wikia.nocookie.net/simpsons/images/f/f8/Phillips.jpg/revision/latest/scale-to-width-down/133?cb=20130417183924,
Plopper, https://vignette.wikia.nocookie.net/simpsons/images/a/af/Plopper_Tapped_Out.png/revision/latest/scale-to-width-down/133?cb=20150927000049,
Brunella Pommelhorst, https://vignette.wikia.nocookie.net/simpsons/images/8/85/250px-Brunella_Pommelhorst.png/revision/latest/scale-to-width-down/133?cb=20120325191119,
Poochie, https://vignette.wikia.nocookie.net/simpsons/images/9/9c/Poochie.png/revision/latest/scale-to-width-down/107?cb=20130725095426,
Ruth Powers, https://vignette.wikia.nocookie.net/simpsons/images/6/69/Ruth_Powers_Tapped_Out.png/revision/latest/scale-to-width-down/60?cb=20160406034428,
Janey Powell, https://vignette.wikia.nocookie.net/simpsons/images/3/36/Janey_Tapped_Out.png/revision/latest/scale-to-width-down/87?cb=20141218000819,
Martha Prince, https://vignette.wikia.nocookie.net/simpsons/images/6/6f/Martha_Prince.JPG/revision/latest/scale-to-width-down/103?cb=20160523203158,
Martin Prince, https://vignette.wikia.nocookie.net/simpsons/images/c/c3/MartinPrince.png/revision/latest/scale-to-width-down/64?cb=20100418004850,
Martin Prince, Sr., https://vignette.wikia.nocookie.net/simpsons/images/f/f1/Martin_Prince%2C_Sr..png/revision/latest/scale-to-width-down/133?cb=20130424150221
Principal Dondelinger, https://vignette.wikia.nocookie.net/simpsons/images/2/20/200px-Harlan_Dondelinger.png/revision/latest/scale-to-width-down/92?cb=20171011165110,
J. Loren Pryor, https://vignette.wikia.nocookie.net/simpsons/images/e/ee/Jloren.jpg/revision/latest/scale-to-width-down/133?cb=20130423223306,
Corporal Punishment, https://vignette.wikia.nocookie.net/simpsons/images/4/41/CorporalPunishment.png/revision/latest/scale-to-width-down/87?cb=20180604193710,
Arnie Pye, https://vignette.wikia.nocookie.net/simpsons/images/4/40/Arnie_Pye.png/revision/latest/scale-to-width-down/60?cb=20130816174158,
